House_count,ad_area,ad_name,ad_region,address,bank,build_area,build_category,build_count,decoration,delivery_time,developer,fang_url,features,floor_description,greening_rate,hospital,house_tag,img_list,land_area,mall,opening_time,parking_count,presale_permit,price_description,price_start,price_time,price_unit,project_description,property_category,property_company,property_costs,property_costs_description,property_years,sales_address,sales_status,school,show_price,traffic,volume_rate
,东湖高新区,康桥知园,,[三至四环]东湖高新区流芳路与富士康西路交汇处南行200米,,,,,,,,http://kangqiaozhiyuan2.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,东湖高新区,和昌光谷未来城,,[二至三环]东湖高新区高新二路和光谷一路交汇处,,,,,,,,http://guangguweilaichenghc.fang.com/,"叠拼,山景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,17000,,
,东湖高新区,绿地光谷中心城,,[三至四环]东湖高新区神墩三路与光谷五路交汇处（政务服务中心南300米）,,,,,,,,http://guangguzhongxinchengld.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东湖高新区,亿德光谷先锋,,[内至二环]东湖高新区SBI创业街关山派出所旁,,,,,,,,http://yideguangguxianfeng.fang.com/,,,,,,,,,,,,,,,,,商住公寓,,,,,,待售,,20000,,
,东湖高新区,国采光立方,,[三至四环]东湖高新区高新大道与光谷六路交汇处（东湖高新管委会东侧）,,,,,,,,http://guocaiguanglifang.fang.com/,花园洋房,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,30000,,
,东湖高新区,中建东湖锦城,,[二至三环]东湖高新区武汉市东湖高新区湖口二路与教育西路交汇处,,,,,,,,http://donghujinchengzj.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东湖高新区,保利时代,,[二至三环]东湖高新区关山大道332号(新竹路与关山大道交汇处),,,,,,,,http://baolishidai.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,东湖高新区,中建光谷之星,,[三至四环]东湖高新区高新大道与光谷六路交汇处（东湖高新管委会东侧）,,,,,,,,http://guangguzhixingzj.fang.com/,地铁沿线,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,东湖高新区,碧桂园生态城东境,,[三至四环]东湖高新区花山生态新城（花山大道与花城大道交汇处）,,,,,,,,http://dongjingshengtaichengbgy.fang.com/,"叠拼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东湖高新区,光谷坐标城九台,,[二至三环]东湖高新区关山大道与南湖大道交汇处（光谷天地旁）,,,,,,,,http://jiutaiggzbc.fang.com/,特色别墅,,,,,,,,,,,,,,,,别墅,,,,,,在售,,35000,,
,东湖高新区,,,[二至三环]东湖高新区关山大道与南湖大道交汇处（光谷天地旁）,,,,,,,,http://jiutaiggzbc.fang.com/,特色别墅,,,,,,,,,,,,,,,,别墅,,,,,,在售,,,,
,东湖高新区,光谷新界,,[三至四环]东湖高新区高新大道888号（高新大道与光谷七路交汇处）,,,,,,,,http://guangguxinjie.fang.com/,小户型,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,16000,,
,东湖高新区,联投佩尔创意SOHO,,[中环以外]东湖高新区光谷大道与流芳大道交汇处（湖北经济学院南侧）,,,,,,,,http://chuangyisoholtpe.fang.com/,,,,,,,,,,,,,,,,,总部园区,,,,,,在售,,5300,,
,东湖高新区,碧桂园生态城别墅,,[中环以外]东湖高新区花山生态新城严西湖大桥东侧桥头（花城大道与花山大道交汇处）,,,,,,,,http://shengtaichengbieshubgy.fang.com/,"低密居所,特色别墅",,,,,,,,,,,,,,,,别墅,,,,,,在售,,35000,,
,东湖高新区,国创光谷上城,,[二至三环]东湖高新区高新大道与教育中路交汇处（光谷九小旁）,,,,,,,,http://guanggushangchenggc.fang.com/,"花园洋房,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,17500,,
,东湖高新区,金地天悦,,[二至三环]东湖高新区康泰路与荣院路交汇处（洪山高中旁）,,,,,,,,http://jinditianyue.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,22000,,
,东湖高新区,天祥尚府博墅,,[中环以外]东湖高新区民族大道与庙山中路交汇处以西1公里（湿地公园旁）,,,,,,,,http://tianxiangshangfuboshu.fang.com/,,,,,,,,,,,,,,,,,别墅,,,,,,在售,,400,,
,东湖高新区,奥山光谷世纪城,,[中环以外]东湖高新区高新大道与驿山南路交汇处（光谷政务中心向东800米）,,,,,,,,http://guanggushijichengas.fang.com/,"品牌地产,低总价",,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,16000,,
,东湖高新区,金地本座,,[二至中环]东湖高新区荣院路与康泰路交汇处（武汉工程大学对面）,,,,,,,,http://jindibenzuo.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,15500,,
,东湖高新区,创客广场,,[二至三环]东湖高新区雄楚大道958号,,,,,,,,http://chuangkeguangchang.fang.com/,,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,19000,,
,东湖高新区,清江山水,,[二至三环]东湖高新区光谷软件园中路10号（南湖大道与关山大道交汇处西行600米）,,,,,,,,http://qingjiangshanshui.fang.com/,经济住宅,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,理公馆,,[内至二环]洪山区雄楚大道与工大路交汇处（武警总队西侧）,,,,,,,,http://ligongguan.fang.com/?from=xflist_xfgg,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,27500,,
,洪山区,美好长江首玺,,[三至四环]洪山区青菱街丽水路与南郊路交汇处,,,,,,,,http://changjiangshouximh.fang.com/,"住宅底商,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,洪山区,首开&华侨城&金茂|东湖金茂府,,[二至三环]洪山区黄鹤路与明德路交汇处（杨春湖地铁站旁）,,,,,,,,http://donghujinmaofu.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,城投瀚城璞岸,,[二至三环]洪山区雄楚大道450号,,,,,,,,http://hanchengpuanct.fang.com/,叠拼,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,南湖巴黎春天,,[中环以外]洪山区文化大道旁（世茂林屿岸旁）,,,,,,,,http://balichuntian027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,保利新武昌,,[二至三环]洪山区烽胜路与八坦北路交汇处（张家湾社区旁）,,,,,,,,http://xinwuchangbl.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,金科城,,[二至三环]洪山区友谊大道和仁和路交汇处(地铁4号线仁和路附近),,,,,,,,http://jinkecheng027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,万科主场,,[内至二环]洪山区华师南门旁（雄楚大道与桂元路交汇处）,,,,,,,,http://wankezhuchang.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,24200,,
,洪山区,鄂旅投书院世家,,[三至四环]洪山区白沙洲大道黄家湖大学城斜对面（绅宝大道武珞路小学分校旁）,,,,,,,,http://shuyuanshijiaelt.fang.com/,"花园洋房,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,31000,,
,洪山区,万科金域学府,,[二至三环]洪山区雄楚大道华中师范大学体育学院旁,,,,,,,,http://jinyuxuefuwk027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,27000,,
,洪山区,,,[二至三环]洪山区雄楚大道华中师范大学体育学院旁,,,,,,,,http://jinyuxuefuwk027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,,,
,洪山区,清能清江锦城,,[二至中环]洪山区张家湾街烽胜路55号（烽胜路和白沙四路交汇处）,,,,,,,,http://qingjiangjinchengqn.fang.com/,"公园地产,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,保利上城,,[二至中环]洪山区白沙洲大道与江国路交汇处(青菱东路以西、江国路以南),,,,,,,,http://baolishangcheng027.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,诺展星座,,[内至二环]洪山区才汇巷特1号（铁机路与二环线交汇处）,,,,,,,,http://nuozhanxingzuo.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,香水湾,,[三至四环]洪山区白沙洲武汉科技大学正对面（白沙洲大道旁）,,,,,,,,http://xiangshuiwan027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,东原乐见城,,[二至中环]洪山区恒安路李纸路地铁7号线板桥站向南200米（保利心语10区旁）,,,,,,,,http://lejianchengdy.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,世茂云锦玉海园,,[二至三环]洪山区白沙五路长征二路公交站旁,,,,,,,,http://yuhaiyuansmyj.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,菁英城,,[二至三环]洪山区白沙洲大道与八坦路交汇处旁,,,,,,,,http://qingyingcheng.fang.com/1/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,东原启城,,[二至三环]洪山区白沙五路与烽胜路交汇处,,,,,,,,http://dongyuanqicheng.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,新城阅璟台,,[三至四环]洪山区青菱乡建和村丽水路与南郊路交汇处（青菱街办事处附近）,,,,,,,,http://yuejingtaixc.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,洪山区,保利大都会,,[二至三环]洪山区百年华师旁·洪山区雄楚大道与卓刀泉南路交汇处（卓刀泉广场旁）,,,,,,,,http://daduhuibl027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,绿城武汉黄浦湾,,[内至二环]江岸区二七沿江商务区南片（江岸区中山大道与韦桑路交汇处）,,,,,,,,http://huangpuwanlc027.fang.com/,大平层,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,百步亭现代城公寓,,[二至三环]江岸区解放大道与百步亭花园路交汇处（距离轻轨1号线丹水池站约300米）,,,,,,,,http://xiandaichengloftbbt.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,21000,,
,江岸区,碧桂园蜜柚,,[二至三环]江岸区和谐大道与金桥大道交汇处（地铁3号线市民之家旁）,,,,,,,,http://miyoubgy027.fang.com/,不限购,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,16000,,
,江岸区,统建新干线,,[二至三环]江岸区解放大道轻轨1号线堤角站（堤角公园旁）,,,,,,,,http://xinganxiantj.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,盛景天地美寓,,[二至三环]江岸区发展大道567号（中胜国际旁）,,,,,,,,http://sjtdsjgg.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,华发外滩首府,,[内至二环]江岸区中山大道永泰路口（滨江苑旁）,,,,,,,,http://huafashoufu027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,融创融公馆二期,,[二至三环]江岸区和谐大道以北（地铁6号线杨汊湖站约200米处）,,,,,,,,http://ronggongguanrc027.fang.com/2/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,统建正江瓴,,[二至三环]江岸区解放大道轻轨1号线堤角站（堤角公园旁）,,,,,,,,http://zhengjianglingtj.fang.com/,品牌地产,,,,,,,,,,,,,,,,标准写字楼,,,,,,在售,,20000,,
,江岸区,鼎盛华城,,[二至三环]江岸区建设大道与兴业路交汇处（地铁3号线兴业路站）,,,,,,,,http://dingshenghuacheng.fang.com/,"现房,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,300,,
,江岸区,华中国际广场,,[内至二环]江岸区黄孝河路与黄浦大街交汇处（竹叶山转盘麦当劳旁）,,,,,,,,http://huazhongguojiguangchang.fang.com/,,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,16500,,
,江岸区,,,[内至二环]江岸区黄孝河路与黄浦大街交汇处（竹叶山转盘麦当劳旁）,,,,,,,,http://huazhongguojiguangchang.fang.com/,,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,,,
,江岸区,富强天合熙园,,[二至三环]江岸区后湖大道与塔子湖西路交汇处（江岸区检察院旁）,,,,,,,,http://tianhexiyuanfq.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,13000,,
,江岸区,越秀星汇君泊越天地,,[二至三环]江岸区塔子湖东路与健美路交汇处（塔子湖体育中心旁）,,,,,,,,http://xinghuijunbockongjianyx.fang.com/,"低总价,小户型",,,,,,,,,,,,,,,,商住楼,,,,,,在售,,13000,,
,江岸区,幸福时代公寓,,[二至三环]江岸区百步亭花园路160-162号（百步亭世博园入口处）,,,,,,,,http://xingfushidaigongyu.fang.com/,"小户型,地铁沿线",,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,19000,,
,江岸区,瑞云公馆,,[二至三环]江岸区金桥大道与正义路交汇处（正义路江岸区法院站）,,,,,,,,http://ruiyungongguan.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,20500,,
,江岸区,百步亭金桥汇,,[二至三环]江岸区金桥大道81号（绿色新都公交站）,,,,,,,,http://jinqiaohuibbt.fang.com/2/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,幸福湾,,[二至三环]江岸区解放大道与堤边路交汇处(轻轨1号线滕子岗站),,,,,,,,http://xingfuwan027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,汇悦天地,,[二至三环]江岸区塔子湖东路和健康街交汇处（市民之家旁）,,,,,,,,http://huiyuetiandi.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,佰昌公馆,,[二至三环]江岸区解放大道轻轨1号线堤角站（C出口）,,,,,,,,http://baichanggongguan.fang.com/,"品牌地产,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,绿地汉口中心,,[二至三环]江岸区金桥大道与华泰路交汇处（武汉市民之家南门）,,,,,,,,http://hankouzhongxinld.fang.com/,"标准写字楼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江岸区,名流世家,,[二至三环]江岸区兴业路与百步亭路交汇处（622路百步亭兴业路口站）,,,,,,,,http://mingliushijia2027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,融创观澜壹号,,[三至四环]东西湖区环湖路与新桥四路交汇处（向西200米）,,,,,,,,http://guanlanyihaorc.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,东西湖区,百步亭长青壹号,,[三至四环]东西湖区常青花园中路11区东门（地铁2/6号线常青花园站）,,,,,,,,http://changqingyihao.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,卧龙东方郡,,[三至四环]东西湖区金南一路（东方马城对面）,,,,,,,,http://dongfangjunwl.fang.com/,"品牌地产,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,九坤新城壹号,,[三至四环]东西湖区临空港大道与三店西路交汇处（莲花湖小区旁）,,,,,,,,http://xinchengyihaojk.fang.com/,"地铁沿线,复合地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,11600,,
,东西湖区,文一云水湾,,[三至四环]东西湖区临空港大道与朝阳路交汇处（乾丰元酒店旁）,,,,,,,,http://yunshuiwanwy.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10800,,
,东西湖区,庭瑞新汉口,,[三至四环]东西湖区环湖中路与马池中路交汇处（汉口马池路轻工业大学旁）,,,,,,,,http://xinhankoutr.fang.com/,"商住公寓,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,13900,,
,东西湖区,白金壳子,,[三至四环]东西湖区宏图大道与银潭路交汇处（地铁2、3、8号线宏图大道站D出口）,,,,,,,,http://baijinkezi.fang.com/,地铁沿线,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,15600,,
,东西湖区,宇济钦江苑,,[三至四环]东西湖区金山大道与新城十路交汇处,,,,,,,,http://qinjiangyuanyj.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10800,,
,东西湖区,恒大帝景,,[三至四环]东西湖区金山大道与九通路交汇处（恒大嘉园对面）,,,,,,,,http://hengdadijing027.fang.com/,"住宅底商,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,美联奥林匹克花园六期,,[三至四环]东西湖区奥园西路2号（地铁2号线金银潭站永旺梦乐城旁）,,,,,,,,http://aolinpikehuayuanml.fang.com/6/,"商住公寓,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,,,[三至四环]东西湖区奥园西路2号（地铁2号线金银潭站永旺梦乐城旁）,,,,,,,,http://aolinpikehuayuanml.fang.com/6/,"商住公寓,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,东西湖区,裕亚银湖城2期,,[三至四环]东西湖区古田二路与金银湖路交汇处（中百仓储对面）,,,,,,,,http://yinhuchengyy.fang.com/2/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15700,,
,东西湖区,沿海翡丽公馆三期,,[三至四环]东西湖区金山大道与赛洛城南路交汇处（沿海赛洛城入口处）,,,,,,,,http://sailuochengyh.fang.com/6/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,天纵半岛蓝湾,,[三至四环]东西湖区宏图大道与银潭路交汇处（地铁3号线宏图大道D出口旁）,,,,,,,,http://bandaolanwan027.fang.com/,"花园洋房,配套商品房",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,远洋世界3期悦璟湾,,[三至四环]东西湖区临空港大道868号(临空港大道与径河路交界处),,,,,,,,http://yuanyangshijie.fang.com/3/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,美联德玛假日二期阳光里,,[三至四环]东西湖区黄狮海东路与啤砖路交汇处（径河旁）,,,,,,,,http://demajiariml.fang.com/2/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,欧亚达云台,,[三至四环]东西湖区东西湖大道和十全路交叉路口（东西湖区公路运输管理所旁）,,,,,,,,http://yuntaioyd.fang.com/,"标准写字楼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,金银湖1号院,,[三至四环]东西湖区环湖路金银湖1号院（环湖三路公交站附近）,,,,,,,,http://jyhyhy027.fang.com/,联排,,,,,,,,,,,,,,,,花园洋房,,,,,,在售,,20000,,
,东西湖区,东建金海湾,,[三至四环]东西湖区吴家山金北一路原啤砖路（三店学校斜对面）,,,,,,,,http://jinhaiwandj.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,东西湖区,泰顺和商业中心,,[四环以外]东西湖区高桥五路与东西湖大道交界处（石材城对面）,,,,,,,,http://shangyezhongxintsh.fang.com/,"商住公寓,低总价",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,5700,,
,东西湖区,华生地产金珠港湾,,[三至四环]东西湖区金银湖环湖西路8号,,,,,,,,http://jinzhugangwan.fang.com/2/,花园洋房,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,16500,,
,汉阳区,保和墨水湾,,[二至三环]汉阳区江堤中路与江欣苑路交汇处（墨水湖东岸）,,,,,,,,http://moshuiwanbh.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,城投四新之光,,[二至三环]汉阳区四新南路与连通港西路交汇处（子期路以东）,,,,,,,,http://sixinzhiguangct.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,万福国际广场,,[二至中环]汉阳区鹦鹉大道与倒口南村路交汇处（轨道交通6号线前进村站旁）,,,,,,,,http://wanfuguojiguangchang.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,纽宾凯公园里,,[内至二环]汉阳区汉阳大道与赫山路交汇处（十里铺地铁D出口）,,,,,,,,http://gongyuanlinbk.fang.com/,"住宅底商,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,越秀星悦湾畔,,[二至三环]汉阳区武汉四新北路与江堤中路交汇处,,,,,,,,http://yuexiuxingyuewanpan.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,汉阳区,海伦春天四期,,[二至三环]汉阳区龙阳大道与芳草一路交汇处（龙阳大道升官渡附近）,,,,,,,,http://hailunchuntian027.fang.com/4/,"叠拼,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15000,,
,汉阳区,四新天祥广场,,[二至三环]汉阳区江城大道与四新大道交汇处（西北角）,,,,,,,,http://tianxiangguangchang027.fang.com/,不限购,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,12000,,
,汉阳区,招商公园1872,,[二至中环]汉阳区江城大道与墨水湖南湖交汇（墨水湖南岸）,,,,,,,,http://gongyuan1872zs.fang.com/,联排,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,武汉国博新城,,[二至中环]汉阳区国博大道与四新南路交汇处（6号线国博中心南站旁）,,,,,,,,http://guoboxinchengwh.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,保利香颂,,[二至中环]汉阳区龙阳大道与四新大道交汇处（地铁3号线四新大道站）,,,,,,,,http://baolixiangsong.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,,,[二至中环]汉阳区龙阳大道与四新大道交汇处（地铁3号线四新大道站）,,,,,,,,http://baolixiangsong.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,汉阳区,钰龙旭辉半岛,,[二至中环]汉阳区墨水湖北路与汉桥路的交汇处约800米（二环汉桥路出口）,,,,,,,,http://yulongxuhuibandao.fang.com/,"联排,湖景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,武汉正荣府,,[二至三环]汉阳区四新北路与连通港西路交汇处（连通港西路梅林三街公交站北面）,,,,,,,,http://wuhanzhengrongfu.fang.com/,品牌地产,,,,,,,,,,,,,,,,公租房,,,,,,待售,,价格待定,,
,汉阳区,凤凰小城,,[二至三环]汉阳区四新北路与梅林西路交汇处（汉阳中医院对面）,,,,,,,,http://fenghuangxiaocheng.fang.com/,住宅底商,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,新城璟棠,,[二至三环]汉阳区四新南路与四新中路交汇处（方岛公园旁）,,,,,,,,http://xinchengjingtang.fang.com/,"品牌地产,公园地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,汉阳区,纽宾凯运动MALL,,[二至三环]汉阳区芳草路与四新北路交汇处,,,,,,,,http://yundongmallnbk.fang.com/shop/,,,,,,,,,,,,,,,,,购物中心,,,,,,待售,,价格待定,,
,汉阳区,青澳都市尚巢,,[二至三环]汉阳区龙阳大道升官渡（龙阳大道与四新南路交汇处）,,,,,,,,http://dushishangchaoqa.fang.com/,地铁沿线,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,17000,,
,汉阳区,恒大御景湾,,[二至中环]汉阳区鹦鹉大道与汉新大道交汇处,,,,,,,,http://yujingwanhd027.fang.com/,"标准写字楼,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15000,,
,汉阳区,佳兆业滨江壹号,,[二至三环]汉阳区琴台大道琴断口江汉六桥旁（琴台大道郭家湾车站附近）,,,,,,,,http://jiazhaoyeyihao027.fang.com/,商住公寓,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,11000,,
,汉阳区,复地海上海,,[二至中环]汉阳区建港路1号（鹦鹉大道建港路站旁）,,,,,,,,http://haishanghaifd.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,22000,,
,汉阳区,中国铁建国际花园,,[二至中环]汉阳区汉阳区琴台大道与阳城西路交汇处（江汉六桥旁）,,,,,,,,http://guojihuayuanzgtj027.fang.com/,小户型,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,16500,,
,江汉区,福星华府誉境,,[二至三环]江汉区姑嫂树路与新湾路交汇处,,,,,,,,http://fuxinghuafu.fang.com/2/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15200,,
,江汉区,CBD楚世家,,[内至二环]江汉区武汉中央商务区建设大道181号(海军工程大学对面),,,,,,,,http://cbdchushijia.fang.com/,标准写字楼,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
